MaStRNummer,EinheitName,BetriebsStatusName,Bundesland,InbetriebnahmeDatum,StromspeichertechnologieBezeichnung,Stromspeichertechnologie,Batterietechnologie,Bruttoleistung,Nettonennleistung,NutzbareSpeicherkapazitaet,SpeicherEinheitMastrNummer
SEE983207682227,Speicher-Leimersdorf,In Planung,Rheinland-Pfalz,,Batterie,524,727,12000.0,12000.0,28800.0,SSE958226829144
SEE984446277410,Büttel Speicher,In Betrieb,Schleswig-Holstein,/Date(1674086400000)/,Batterie,524,727,12000.0,12000.0,6500.0,SSE920345289949
SEE971400707335,Klaron Neunte Energie (Weißenfels 1),In Planung,Sachsen-Anhalt,,Batterie,524,727,12000.0,12000.0,40000.0,SSE978708992623
SEE943609681808,BES DD,In Betrieb,Sachsen,/Date(1671753600000)/,Batterie,524,728,12000.0,12000.0,11100.0,SSE984331172561
SEE970670374346,BESS Mühlhausen,In Planung,Thüringen,,Batterie,524,727,12000.0,12000.0,36100.0,SSE905250177093
SEE983340579781,SMAREG3 Eisfeld,In Betrieb,Thüringen,/Date(1671408000000)/,Batterie,524,727,12000.0,12000.0,13907.52,SSE917776650844
SEE931225490034,SMAREG7 Monheim,In Betrieb,Bayern,/Date(1725148800000)/,Batterie,524,727,12000.0,12000.0,14100.0,SSE935721834705
SEE962496130121,BEE Merseburg GmbH,In Betrieb,Sachsen-Anhalt,/Date(1755129600000)/,Batterie,524,727,12000.0,12000.0,16256.0,SSE916227921489
SEE931383115176,GES Crailsheim Onolzheim,In Planung,Baden-Württemberg,,Batterie,524,727,12000.0,12000.0,25074.0,SSE995436296557
SEE985252121928,GEPVOLT 2 BATTERY GmbH,In Planung,Brandenburg,,Batterie,524,727,12000.0,12000.0,48000.0,SSE956898411261
SEE996819917731,Batteriespeicher HKW-West,In Planung,Baden-Württemberg,,Batterie,524,727,12000.0,12000.0,25000.0,SSE930993425729
SEE954482465522,Batterie Hessisch Lichtenau,In Betrieb,Hessen,/Date(1672272000000)/,Batterie,524,727,12000.0,12000.0,12425.0,SSE969572141361
SEE964631292176,BESS Hettstedt,In Planung,Sachsen-Anhalt,,Batterie,524,,12000.0,12000.0,24000.0,SSE968598558214
SEE940012750145,illwerke vkw Rellswerk M1,In Betrieb,,/Date(1498867200000)/,Pumpspeicher,1537,,12000.0,12000.0,157252000.0,SSE907248962766
SEE989457180636,SMAREG5 Hildburghausen,In Betrieb,Thüringen,/Date(1672099200000)/,Batterie,524,727,12000.0,12000.0,13907.52,SSE912388117372
SEE991264623275,Gumtow_SO5 Speicher,In Betrieb,Brandenburg,/Date(1785888000000)/,Batterie,524,727,11928.0,11928.0,22860.0,SSE999887171807
SEE905490507995,Q_ESS_Luenen,In Betrieb,Nordrhein-Westfalen,/Date(1480550400000)/,Batterie,524,727,11920.0,11920.0,9626.0,SSE912044016452
SEE935506652999,Energiewende-Speicher,In Betrieb,Niedersachsen,/Date(1527724800000)/,Batterie,524,730,11900.0,11900.0,26900.0,SSE992131898185
SEE903864901639,"BESS Wehr – 11,5 MW",In Planung,Baden-Württemberg,,Batterie,524,727,11500.0,11500.0,22300.0,SSE971063018403
SEE930842265841,BESS Halle (Saale),In Betrieb,Sachsen-Anhalt,/Date(1761609600000)/,Batterie,524,727,11263.0,11263.0,22811.0,SSE954971037476
SEE989525935199,Regenstauf-Buchenlohe 1 Batterie,In Planung,Bayern,,Batterie,524,,10800.0,10800.0,30096.0,SSE947379485284
SEE926694397113,BESS Diesenbach BF 2,In Planung,Bayern,,Batterie,524,727,10800.0,10800.0,43200.0,SSE979032859545
SEE991479439890,BESS Kirschgartenweg 1,In Planung,Rheinland-Pfalz,,Batterie,524,727,10545.0,10545.0,20407.0,SSE915335541756
SEE913483427694,Speicher Beilrode II - Teilanlage 1,In Betrieb,Sachsen,/Date(1742169600000)/,Batterie,524,727,10400.0,10400.0,26420.94,SSE966438772592
SEE914845982691,BESS Waltershausen,In Betrieb,Thüringen,/Date(1740009600000)/,Batterie,524,727,10350.0,10350.0,22364.0,SSE938675532918
SEE968933985491,Second Foundation BESS Königsee,In Betrieb,Thüringen,/Date(1738886400000)/,Batterie,524,727,10350.0,10350.0,22362.0,SSE953455780624
SEE930847992643,PES Ohrdruf,In Betrieb,Thüringen,/Date(1721952000000)/,Batterie,524,727,10350.0,10350.0,13416.0,SSE992954982764
SEE982806373970,Batterie Eisenach,In Betrieb,Thüringen,/Date(1649376000000)/,Batterie,524,727,10350.0,10350.0,10230.0,SSE916426432625
SEE994239952295,trlyr 3,In Betrieb,Bayern,/Date(1759449600000)/,Batterie,524,727,10350.0,10350.0,22016.0,SSE934078120202
SEE999714255243,Aasbüttel Speicher,In Betrieb,Schleswig-Holstein,/Date(1784073600000)/,Batterie,524,727,10224.0,10224.0,17888.0,SSE934081948725
SEE925893019239,Speicher,In Planung,Bayern,,Batterie,524,727,10224.0,10224.0,20000.0,SSE974684285759
SEE998066521105,24203 SP Passow II Weisin Speicher,In Betrieb,Mecklenburg-Vorpommern,/Date(1778025600000)/,Batterie,524,727,10224.0,10224.0,17888.0,SSE958423932999
SEE941998832306,Großbatteriespeicher Horgau,In Planung,Bayern,,Batterie,524,727,10080.0,10080.0,20060.0,SSE955290655938
SEE964433486438,Großbatteriespeicher Bubesheim,In Planung,Bayern,,Batterie,524,727,10080.0,10080.0,20060.0,SSE930715806898
SEE979588797124,Großbatteriespeicher Untereichen,In Planung,Bayern,,Batterie,524,727,10080.0,10080.0,20060.0,SSE946120217037
SEE949756550103,Großbatteriespeicher Höchstädt,In Planung,Bayern,,Batterie,524,727,10080.0,10080.0,20060.0,SSE910120083787
SEE983528455999,Großbatteriespeicher Heimertingen,In Planung,Bayern,,Batterie,524,727,10080.0,10080.0,20060.0,SSE982350398030
SEE920822203574,Großbatteriespeicher Burgau,In Planung,Bayern,,Batterie,524,727,10080.0,10080.0,20060.0,SSE993671640272
SEE903493941488,Großbatteriespeicher Illertissen,In Planung,Bayern,,Batterie,524,727,10080.0,10080.0,20060.0,SSE903353375798
SEE905120862159,Großbatteriespeicher Lauben,In Planung,Bayern,,Batterie,524,727,10080.0,10080.0,20060.0,SSE962566580559
SEE929971866050,Großbatteriespeicher Illertissen,In Planung,Bayern,,Batterie,524,727,10080.0,10080.0,20060.0,SSE964317102676
SEE972325761129,Großbatteriespeicher Langerringen,In Planung,Bayern,,Batterie,524,727,10080.0,10080.0,20060.0,SSE926257101706
SEE988375252012,Großbatteriespeicher Nersingen,In Planung,Bayern,,Batterie,524,727,10080.0,10080.0,20060.0,SSE926754339855
SEE913755727583,BESS Kriegswiese,In Planung,Bayern,,Batterie,524,727,10030.0,10030.0,20060.0,SSE980271073234
SEE932750106643,BESS Beerendorf,In Planung,Sachsen,,Batterie,524,727,11180.0,10000.0,22360.0,SSE950844272791
SEE997823302629,Batterieanlage Werneuchen,In Planung,Brandenburg,,Batterie,524,727,10000.0,10000.0,20000.0,SSE967446353841
SEE905716958785,trlyr 2,In Betrieb,Bayern,/Date(1733788800000)/,Batterie,524,727,10000.0,10000.0,22360.0,SSE915762060981
SEE983019049706,BESS EnerWise,In Planung,Schleswig-Holstein,,Batterie,524,727,10000.0,10000.0,20000.0,SSE958822436555
SEE904434353421,Batteriespeicher Jagel,In Planung,Schleswig-Holstein,,Batterie,524,727,10080.0,10000.0,20060.0,SSE923932370501
SEE983488937429,BESS - Inno Energiepark Rohrbach,In Planung,Bayern,,Batterie,524,727,10000.0,10000.0,40120.0,SSE984233518726
SEE980318593206,Neoen Batteriespeicher Willstätt,In Planung,Baden-Württemberg,,Batterie,524,727,10000.0,10000.0,37500.0,SSE937434615411
SEE931375347240,SMAREG 1,In Betrieb,Thüringen,/Date(1580947200000)/,Batterie,524,727,10000.0,10000.0,10958.4,SSE937314325966
SEE977720016904,Batterie Breitenworbis,In Betrieb,Thüringen,/Date(1639612800000)/,Batterie,524,727,10000.0,10000.0,10000.0,SSE937542481601
SEE922601229591,"Stromspeicher Lahntal Solarpark ""Sandhute""",In Planung,Hessen,,Batterie,524,727,10000.0,10000.0,25000.0,SSE929730887296
SEE903713713390,KAP Diedorf,In Planung,Thüringen,,Batterie,524,727,10000.0,10000.0,30000.0,SSE909504125502
SEE937857006797,WBS-Tarzow,In Betrieb,Mecklenburg-Vorpommern,/Date(1680739200000)/,Batterie,524,727,10000.0,10000.0,10000.0,SSE909091437262
SEE925194571825,Dittigheim BESS,In Planung,Baden-Württemberg,,Batterie,524,727,10000.0,10000.0,28269.0,SSE904540074388
SEE921529631929,Kettenheim BESS,In Planung,Rheinland-Pfalz,,Batterie,524,727,10000.0,10000.0,28269.0,SSE916717283493
SEE976927444749,RRKW Feldheim,In Betrieb,Brandenburg,/Date(1469491200000)/,Batterie,524,727,10000.0,10000.0,10787.0,SSE948227511988
SEE948553867506,Speicher,In Planung,Sachsen-Anhalt,,Batterie,524,727,10000.0,10000.0,20000.0,SSE992103699741
SEE910428050481,Großbatteriespeicher Nersingen,In Planung,Bayern,,Batterie,524,727,10000.0,10000.0,20000.0,SSE948754174281
SEE968450339340,green flexibility BESS Ennigerloh GmbH,In Betrieb,Nordrhein-Westfalen,/Date(1785024000000)/,Batterie,524,727,13800.0,10000.0,9900.0,SSE961756515210
SEE993302964654,BEE - BESS Stuttgart,In Planung,Baden-Württemberg,,Batterie,524,727,10000.0,10000.0,22570.0,SSE904250889418
SEE997220372683,green flexibility BESS Nr. 123 gmbh,In Planung,Bayern,,Batterie,524,727,9900.0,9900.0,24400.0,SSE900066153675
SEE920118416138,Speicher Steyerberg,In Planung,Niedersachsen,,Batterie,524,727,9900.0,9900.0,19800.0,SSE988686306831
SEE972647392971,Batteriespeicher Marktoberdorf,In Betrieb,Bayern,/Date(1786406400000)/,Batterie,524,727,9900.0,9900.0,24000.0,SSE984969313169
SEE903057960733,BESS Langenamming,In Planung,Bayern,,Batterie,524,727,9864.0,9864.0,25920.0,SSE953201743873
SEE909988646203,SMAREG14 Lößnitz,In Betrieb,Sachsen,/Date(1774483200000)/,Batterie,524,727,9800.0,9800.0,20580.0,SSE933655904082
